id,mouse-CD4-R1.hisat,mouse-CD4-R3.hisat,mouse-CD4-R5.hisat,mouse-CD4-R7.hisat,mouse-CD4-R9.hisat,mouse-CbirDN-R10.hisat,mouse-CbirDN-R2.hisat,mouse-CbirDN-R4.hisat,mouse-CbirDN-R6.hisat,mouse-CbirDN-R8.hisat,mouse-DN-R1.hisat,mouse-DN-R3.hisat,mouse-DN-R5.hisat,mouse-DN-R7.hisat,mouse-DN-R9.hisat,mouse-MAIT-R1.hisat,mouse-MAIT-R3.hisat,mouse-MAIT-R5.hisat,mouse-MAIT-R7.hisat,mouse-MAIT-R9.hisat,mouse-NKT-R1.hisat,mouse-NKT-R3.hisat,mouse-NKT-R5.hisat,mouse-NKT-R7.hisat,mouse-NKT-R9.hisat
ENSMUSG00000001123,4087,0,0,16017,4316,3591,5416,2735,10250,6902,4274,5275,0,5333,3728,1013,0,0,6876,6302,5779,2068,12781,0,11348
ENSMUSG00000001127,4468,0,3312,0,6704,1693,1758,3996,0,3630,6110,237,109,2000,802,2704,0,0,212,0,5393,12853,59,0,1291
ENSMUSG00000001128,0,0,579,0,0,0,0,0,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0
ENSMUSG00000001134,0,278,0,0,0,245,343,134,2,83,0,42,7,53,796,0,283,0,0,0,315,605,802,0,392
ENSMUSG00000001138,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
ENSMUSG00000001143,0,0,3601,0,216,0,0,0,422,0,257,0,0,1629,0,0,0,0,8846,0,0,2432,0,0,0
ENSMUSG00000001150,0,4637,0,0,0,0,263,4721,0,0,0,0,0,1603,0,3198,0,2987,0,0,372,833,0,0,1634
ENSMUSG00000001151,2071,1984,0,1327,1658,3389,3523,859,0,0,2864,3429,1,0,883,2411,2658,0,0,308,0,1937,1610,211,1207
ENSMUSG00000001155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001156,23910,6653,19545,14645,25600,15634,18515,7307,18815,18301,8772,9860,11430,18014,9302,4687,11919,11933,9,39585,6105,10150,11430,21349,4567
ENSMUSG00000001157,0,816,0,0,2,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001158,162,199,653,0,23,114,356,44,534,238,171,102,148,148,311,179,0,590,0,137,81,1141,308,0,246
ENSMUSG00000001166,1,0,0,0,0,0,0,0,0,0,809,0,0,188,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001173,0,0,1541,0,0,0,564,0,0,0,91,293,132,686,110,0,0,0,0,0,0,0,1207,0,0
ENSMUSG00000001175,14677,13534,16195,9504,18876,19190,15458,9702,21332,16029,16160,13793,13212,25306,13322,10913,22439,15769,13802,28669,15811,19040,27546,18113,17649
ENSMUSG00000001211,3168,305,4290,0,857,0,1661,0,0,2554,0,0,2,635,4434,0,3070,2716,0,0,2580,0,5479,0,0
ENSMUSG00000001225,0,0,0,0,0,0,0,0,0,0,0,0,0,5720,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001227,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001228,0,0,0,0,203,0,2803,0,1880,4041,3213,0,2113,0,0,5309,546,0,0,12377,0,5426,0,11532,0
ENSMUSG00000001229,4351,0,0,2521,0,0,0,0,361,0,0,3913,0,0,3091,5669,0,10716,0,0,7075,0,0,0,0
ENSMUSG00000001240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0
ENSMUSG00000001247,0,0,0,0,0,1656,0,0,0,1085,0,1482,0,1197,0,11,1,0,0,0,0,0,0,0,2921
ENSMUSG00000001248,11407,4925,6401,0,7846,14191,7963,0,23146,12499,3820,10292,9136,3065,9493,45,4987,11994,8688,5356,4353,6651,10875,6935,14719
ENSMUSG00000001249,0,3722,0,0,5462,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001270,5887,11798,8552,8186,0,47522,53380,27661,49107,48551,39772,53504,37533,22288,18629,53507,39161,56174,77105,78590,30246,80691,52906,57761,37909
ENSMUSG00000001280,0,0,0,411,0,63,40,0,103,0,0,692,0,0,341,0,0,612,0,0,391,3,0,0,0
ENSMUSG00000001281,26473,63623,52028,71062,59942,141626,125725,109073,113130,91416,44937,66765,66483,40302,69589,122172,94793,105043,79643,163707,109123,112701,117242,66197,92941
ENSMUSG00000001285,1764,199,0,0,3141,1851,1218,0,52,1195,2159,0,2410,0,0,0,2017,0,0,0,0,0,3906,0,0
ENSMUSG00000001288,0,0,0,0,0,1642,0,0,1152,2198,0,480,0,2,1124,0,1484,3915,52,0,138,1104,0,0,0
ENSMUSG00000001289,3297,2940,2056,8504,3120,3240,2192,1861,1644,4912,4005,2192,3960,1435,533,1701,1660,4837,2724,7353,3402,5725,4899,10126,2294
ENSMUSG00000001300,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001305,3489,0,0,0,2565,927,0,0,1,121,0,1227,1202,944,1314,1067,1275,2760,0,1895,515,1574,152,0,0
ENSMUSG00000001313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001323,635,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001348,4446,7756,9028,12510,10145,6809,3419,3189,1820,486,2856,4861,0,5077,1110,769,2187,0,3217,6612,3765,3654,7368,0,7178
ENSMUSG00000001349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0
ENSMUSG00000001366,0,0,2566,0,0,0,0,0,1929,0,0,1015,0,0,0,0,373,4312,1,0,1427,0,504,3766,4700
ENSMUSG00000001376,0,668,0,264,0,0,0,549,0,0,1001,0,0,46,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001380,854,5018,1,3,2827,7310,5094,0,2066,0,1472,3478,739,1770,1793,1467,1932,5387,0,0,1007,5477,0,4003,0
ENSMUSG00000001383,936,0,589,282,1070,1862,979,910,837,1714,393,0,475,775,201,0,324,1386,3196,0,830,603,0,1774,0
ENSMUSG00000001403,0,0,1319,0,2127,774,909,0,0,0,0,0,1067,0,0,1633,1069,2152,0,0,0,36,936,5684,0
ENSMUSG00000001415,684,0,12163,0,7086,0,1472,1326,0,0,4875,0,1415,0,1,3336,3426,0,7911,3109,4798,3271,1780,0,86
ENSMUSG00000001416,6670,5392,9362,2696,8842,2991,4000,0,3385,4941,3939,6071,1903,780,3085,1294,3080,8202,6989,5917,6056,6444,7056,2806,3506
ENSMUSG00000001418,7521,2311,3477,4989,5134,8458,7736,2260,2049,7702,0,9576,7310,5972,5507,1844,6622,5279,1110,0,7845,3230,5377,13114,0
ENSMUSG00000001419,1128,4290,6515,0,701,0,1182,2785,1923,1875,3154,0,1813,1139,980,1977,2283,3003,7826,0,1051,1806,2016,0,1183
ENSMUSG00000001420,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,438
ENSMUSG00000001424,84,957,0,9606,969,3417,2061,3143,12830,4791,4537,4924,92,7378,5677,6173,6418,1,0,22,6813,925,4465,7033,4084
ENSMUSG00000001435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001436,0,0,0,0,9188,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,3402,0,0,0,1
ENSMUSG00000001440,0,1,0,0,0,5,8,632,0,4497,0,11,0,384,50,3,2748,1043,8552,0,387,395,0,0,1170
ENSMUSG00000001441,616,0,0,1980,0,0,68,0,0,0,514,311,357,1485,0,722,102,54,0,157,0,0,0,0,0
ENSMUSG00000001444,2874,0,7554,13231,0,0,0,0,0,0,6284,4428,2391,1379,1108,1739,2670,0,1,0,2165,0,0,5385,4042
ENSMUSG00000001445,3,2519,0,0,0,1642,1136,0,0,1350,1206,1586,994,2624,0,0,0,6873,0,0,2572,1933,0,0,0
ENSMUSG00000001467,2678,1795,1284,2443,2821,4210,1352,2082,4405,2758,0,1160,258,1673,0,0,1,0,1446,2837,13,2393,824,0,1420
ENSMUSG00000001472,11160,1512,1601,9567,1,19160,7859,2528,6463,11790,10328,6071,10017,6084,5980,18214,10,3043,9734,19237,2612,14355,15390,0,10685
ENSMUSG00000001473,4978,0,8055,0,0,2081,5700,3639,0,0,2724,5364,0,3120,0,0,7560,0,0,11307,0,0,5846,8575,0
ENSMUSG00000001482,0,0,0,0,8125,0,587,0,0,7755,3295,0,2678,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001506,0,3570,0,0,0,0,0,0,0,0,0,1319,0,0,0,0,0,0,0,0,1,0,0,0,1
ENSMUSG00000001507,0,0,0,2312,0,0,0,0,0,0,0,0,0,3094,0,0,0,0,0,0,0,0,83,0,0
ENSMUSG00000001508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001517,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,0,0,0,0,1585,0,0,0
ENSMUSG00000001518,0,0,0,0,0,0,1426,0,2098,0,1322,274,3,0,1501,0,0,0,0,0,0,2372,1430,0,0
ENSMUSG00000001520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001521,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,0,0
ENSMUSG00000001524,3521,0,8659,0,0,0,1386,0,5308,1047,0,64,1398,1646,1510,0,0,0,0,18731,2307,1,3046,0,4503
ENSMUSG00000001525,11998,7451,24942,19716,24088,10760,8548,13707,28986,19856,12418,15084,6181,3794,15866,10339,22966,21917,39567,12678,15819,20014,17642,21711,2684
ENSMUSG00000001542,0,446,433,0,1010,1116,476,693,38,509,403,300,428,280,441,0,610,0,0,1644,430,459,754,0,166
ENSMUSG00000001552,1,0,0,3441,0,0,0,0,0,3,0,0,0,17463,593,0,8,580,443,0,0,0,1211,0,0
ENSMUSG00000001555,0,3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001569,738,0,0,1910,1938,1847,1297,0,0,0,0,4362,1166,620,2584,0,1,616,0,0,0,1833,0,0,2150
ENSMUSG00000001576,2759,3741,1960,0,0,2849,0,5121,5631,14,1596,732,3813,1528,194,3277,4964,0,9697,19,2052,131,2574,12889,8366
ENSMUSG00000001583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001588,14654,18654,5316,15722,11029,21441,13106,9911,14148,28655,20301,8823,3796,23389,12170,10672,2305,20394,7270,34089,13123,25184,23459,27179,17142
ENSMUSG00000001604,0,563,394,0,0,0,0,0,0,0,0,1008,0,1959,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001622,0,0,0,0,0,348,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001627,4744,2460,8662,5732,7949,10617,2776,3546,4858,5842,3964,1638,6969,2913,6167,2949,4042,8524,5076,7081,3466,2640,7763,6550,4230
ENSMUSG00000001630,597,13,0,0,0,0,0,0,0,0,96,0,0,85,0,0,843,0,0,0,13,926,0,0,0
ENSMUSG00000001632,30,0,5125,2,0,0,89,906,4188,0,386,0,2228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001642,0,5023,4310,416,3289,0,3921,1549,4832,4284,5842,4224,1766,1154,4601,3763,4552,3683,0,10197,4207,0,7587,3538,4437
ENSMUSG00000001655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001665,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,0,749,0,0,0,0,0,0,1400,41,0
ENSMUSG00000001666,0,3,657,1633,724,740,762,364,0,1,371,0,0,0,483,607,0,0,0,0,528,1088,488,1946,0
ENSMUSG00000001670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001672,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,0,0,0,0,0,0,8,0,0,0,3047
ENSMUSG00000001674,1238,108,144,0,0,164,219,146,0,1559,0,1034,112,0,383,68,42,371,0,0,83,3175,601,554,212
ENSMUSG00000001687,1156,2420,7645,14046,11382,6782,6702,6975,7262,2593,2984,4487,2313,4020,2684,3767,5132,6366,5216,6170,2339,8020,5520,6917,2394
ENSMUSG00000001700,19873,29313,12604,19085,4594,0,386,0,0,0,1014,535,25,1977,3030,1008,2196,2,0,3850,1078,1036,1142,2929,175
ENSMUSG00000001707,883,0,1,0,0,543,0,0,1088,1170,1139,0,0,0,256,0,0,1078,0,1410,228,1841,753,0,0
ENSMUSG00000001729,0,0,1174,0,0,0,1129,4172,0,1552,41,0,2057,785,0,1901,0,0,0,0,0,0,0,0,0
ENSMUSG00000001739,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001741,1689,1935,5105,3314,3183,5860,1045,1283,0,0,6892,2374,1811,2782,2029,3734,1248,2444,0,7026,974,0,1,7046,4130
ENSMUSG00000001750,11060,0,19033,0,0,0,5889,0,3612,6785,3931,3548,1971,2883,718,3200,0,0,1,12024,12635,5727,5104,17350,6894
ENSMUSG00000001751,0,0,6523,0,0,0,0,0,0,0,4475,4396,0,1180,0,0,0,0,0,0,0,0,0,8318,0
ENSMUSG00000001755,2793,0,0,0,0,1884,0,0,0,0,0,0,3716,2725,2619,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001761,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3411
ENSMUSG00000001767,1042,916,274,1403,0,866,645,755,752,285,1010,91,984,370,393,218,815,446,0,3522,270,3,1724,0,0
ENSMUSG00000001768,0,0,19,0,0,0,0,0,0,0,0,0,0,213,2,0,0,0,0,0,1499,0,0,0,0
ENSMUSG00000001773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001774,274,0,649,0,0,327,0,88,568,484,26,177,249,782,31,141,329,0,727,1185,0,653,707,1197,192
ENSMUSG00000001783,0,2274,0,8227,3830,0,990,172,0,2116,2113,1507,1140,3781,1327,0,1505,4504,0,0,3294,4837,1409,4906,4944
ENSMUSG00000001785,0,0,5201,0,0,0,102,0,422,4477,1933,530,0,213,176,0,1423,0,3318,0,0,1491,2318,0,0
ENSMUSG00000001786,0,186,2389,0,0,0,0,0,1568,0,0,2,2534,1169,0,0,1615,0,0,0,0,1669,0,0,727
ENSMUSG00000001794,1,0,0,32,0,64,1270,13,0,2568,0,6,0,3164,18,1931,53,148,0,0,5,40,1396,126,0
ENSMUSG00000001802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001829,4126,2538,0,0,0,0,0,3217,2607,0,2231,0,2048,8426,1739,2459,0,114,0,0,0,0,3735,0,9161
ENSMUSG00000001833,322,586,437,81,545,178,229,123,182,291,127,87,528,210,12,326,326,936,415,0,280,184,375,0,348
ENSMUSG00000001844,0,0,2503,0,0,0,789,159,1984,0,89,1924,0,785,770,994,2112,2675,4952,0,953,1594,1234,0,1660
ENSMUSG00000001847,4778,9102,2900,10140,11862,3785,5037,1389,4930,8364,4282,2568,5095,2413,1474,5033,6100,10428,6234,5575,3238,4898,6807,4146,2531
ENSMUSG00000001855,78,914,580,101,0,0,206,0,24,7203,334,128,312,727,2916,3290,0,0,0,0,0,0,1250,0,2544
ENSMUSG00000001864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001865,0,0,0,0,0,0,0,0,0,0,0,0,1258,1852,1280,0,0,0,4679,0,0,0,0,0,0
ENSMUSG00000001870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001891,139,0,226,0,2,113,0,536,149,0,122,97,37,119,0,17,127,177,0,0,56,0,97,0,0
ENSMUSG00000001901,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001909,0,3957,2,0,0,3691,337,0,2161,0,0,0,44,0,1593,2173,0,0,5461,0,2678,0,0,0,0
ENSMUSG00000001910,2283,350,46,0,502,0,66,0,32,0,0,0,0,308,12,0,330,5887,0,0,0,1036,2222,0,0
ENSMUSG00000001911,0,1006,0,0,0,0,252,0,0,0,23,0,0,5,0,397,0,0,0,0,0,0,496,1,601
ENSMUSG00000001918,8170,11423,14154,11137,7000,15040,11820,4617,6865,7706,13239,4731,5789,4543,14034,12659,17863,15919,9583,5438,5122,10606,16909,7990,12639
ENSMUSG00000001924,4333,6858,8985,1858,8233,2427,8555,6158,12269,4781,3379,3016,9428,3920,4326,5326,1771,1243,0,11250,6570,1683,16320,7151,0
ENSMUSG00000001930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001942,0,0,0,0,0,0,0,0,0,2545,308,0,0,0,1848,670,0,4459,0,0,0,1,0,0,0
ENSMUSG00000001943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
ENSMUSG00000001946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001948,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,164,0,0,0,0,42,0,0,0
ENSMUSG00000001962,76,3323,0,0,0,0,895,0,4359,1934,278,0,6,872,321,0,0,0,0,4792,528,3801,0,9118,0
ENSMUSG00000001964,3690,1881,3424,7673,5046,11802,6397,5948,1881,3764,4810,1914,3642,3419,4261,1697,3352,8806,0,0,7979,15452,5814,0,3375
ENSMUSG00000001983,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,1184
ENSMUSG00000001985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001995,0,0,2653,0,0,5040,248,165,0,0,0,0,0,0,0,2168,0,0,0,0,0,0,0,0,0
ENSMUSG00000001998,0,656,10,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,1664,0,0,0,0,0,888
ENSMUSG00000001999,0,994,1480,0,0,0,2026,726,0,472,0,0,138,559,0,811,900,0,0,0,665,894,0,1600,1316
ENSMUSG00000002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002010,2447,1562,3691,8705,0,9845,8751,2,1629,9758,3479,13318,4369,6453,3440,0,9,4903,16963,15643,61,2291,8268,9918,5316
ENSMUSG00000002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002014,0,7394,6468,3054,2675,5501,748,3869,1370,1446,984,1100,1482,2200,3199,2527,2040,0,4586,2144,3566,1878,3010,1350,2143
ENSMUSG00000002015,3511,2055,2947,0,4011,8886,4666,1804,6409,1464,2111,474,3810,4583,837,2985,3842,2309,3288,12829,2495,4130,2976,4540,2024
ENSMUSG00000002017,0,0,967,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0
ENSMUSG00000002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002028,217,0,4028,0,0,76,6,0,4,183,0,202,10,852,0,0,5,5556,14089,605,30,5,447,3910,0
ENSMUSG00000002031,1359,0,0,0,0,0,0,1429,0,0,0,240,0,0,0,0,0,0,0,0,0,0,1968,0,0
ENSMUSG00000002032,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002033,3324,13189,5494,7124,17504,21919,11183,16631,10061,13984,7443,9783,8357,6988,5788,5548,12172,7218,11577,7973,7684,10578,16408,10339,7107
ENSMUSG00000002043,4553,1492,0,0,2037,1546,2353,0,1166,6104,770,4,615,2328,1162,1051,3298,0,3439,143,0,0,0,0,0
ENSMUSG00000002052,437,1,0,162,59,3,566,81,776,5980,2254,4044,1146,409,3601,1480,12,704,0,313,48,460,1025,8628,0
ENSMUSG00000002055,0,0,0,0,0,0,0,0,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002058,0,0,1025,0,0,0,1097,0,0,0,1191,0,0,462,0,0,0,14,0,0,0,3009,0,0,0
ENSMUSG00000002059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002064,0,0,354,1,0,2779,7424,5429,4229,6887,0,2704,0,0,1786,905,2101,5303,6526,0,1622,2722,7296,0,3554
ENSMUSG00000002068,1437,0,0,0,0,0,1073,0,0,0,0,0,194,0,1374,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002083,0,983,0,0,0,0,0,0,0,0,0,774,136,0,0,0,0,22,0,0,0,0,0,0,0
ENSMUSG00000002100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002102,2540,2567,5571,0,9172,4721,6760,9620,5682,8961,34,2695,5227,5849,7062,5411,10954,1954,6063,2986,2790,780,3887,454,14059
ENSMUSG00000002103,0,0,0,0,0,0,1370,0,10,0,0,0,0,1672,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002104,0,2029,0,144,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,1167,0,0
ENSMUSG00000002105,1468,0,0,0,6527,0,0,0,2096,3142,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000002107,3576,1763,307,6675,196,5884,633,2679,1994,3812,2633,1798,2626,450,3494,915,3546,4072,0,5352,1314,8029,1810,4702,4788
ENSMUSG00000002108,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002109,1255,4594,23,24,0,608,646,0,1657,1145,0,522,706,0,874,1484,2205,0,0,0,0,818,2440,0,2017
ENSMUSG00000002111,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002129,0,206,0,3726,4259,898,0,0,2262,0,521,799,1055,0,0,187,239,3008,0,0,1007,795,1379,0,0
ENSMUSG00000002147,7665,10574,6026,5200,8597,8773,15725,3222,7577,1717,5978,11473,811,2465,3445,7746,4531,6800,0,11680,3057,4367,7962,7597,2453
ENSMUSG00000002190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002204,1839,0,0,0,0,891,0,0,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002205,2899,0,4022,3774,0,0,1798,0,0,0,2439,205,1505,2622,5311,0,0,0,0,0,4570,1742,0,6,4434
ENSMUSG00000002210,614,3475,1923,0,0,0,287,2150,0,0,44,266,2109,1945,1221,1715,0,0,0,1,1801,0,96,1247,0
ENSMUSG00000002221,0,0,1183,982,3,0,1473,0,0,0,595,0,0,0,0,0,0,0,0,0,706,0,30,0,3438
ENSMUSG00000002222,1062,323,1861,0,0,0,0,0,0,0,94,0,63,0,0,2,0,0,0,0,0,0,0,0,541
ENSMUSG00000002227,280,0,0,0,0,0,0,0,690,0,0,0,2529,215,128,0,0,0,0,0,0,557,0,0,0
ENSMUSG00000002228,4225,3208,0,0,3595,0,936,826,1528,0,623,0,1436,1223,0,0,0,1418,0,0,1636,0,0,3643,0
ENSMUSG00000002233,0,0,0,0,1741,0,1089,1290,0,1755,868,912,1802,2881,315,451,828,2433,0,0,513,1410,909,0,2816
ENSMUSG00000002240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
