,CD161int 1,CD161neg 2,CD161hi 1,CD161neg 1,CD161hiCD56pos 3,CD161hi 3,CD161hi 2,CD161int 3,CD161hiCD56pos 2,CD161neg 3,CD161hiCD56pos 1,CD161int 2
1075,2599,590,2334,2797,1887,3444,1465,2140,2966,2933,1300,1301
100873989,0,0,0,0,0,1,0,0,0,0,0,1
2915,0,2,3,1,1,4,1,4,0,0,8,2
100873753,1,1,9,0,0,0,8,8,15,3,3,9
7299,0,1,0,1,0,4,0,0,1,1,0,0
50507,4,3,3,10,4,5,1,4,9,10,3,7
219595,0,1,5,0,0,0,2,4,1,0,2,5
390231,2,2,4,2,6,4,0,0,1,5,2,0
57093,8,5,5,3,4,7,3,1,9,6,10,13
105369176,0,0,0,0,2,0,0,0,1,1,0,0
642446,1,0,1,7,1,1,0,1,0,1,4,2
399939,8,2,2,9,8,12,6,1,9,3,7,15
729384,8,2,2,9,8,12,6,1,12,3,7,15
120146,1,0,0,5,1,1,0,1,0,1,3,1
642569,5,8,0,4,7,9,5,5,11,11,5,9
642612,9,4,5,3,5,9,5,1,7,6,9,17
105378955,0,0,0,2,2,1,0,3,0,1,2,2
642623,2,2,1,0,0,0,1,1,1,0,1,1
10003,375,96,430,311,72,267,250,278,340,427,159,362
26973,4876,3747,2538,3758,3565,2929,4819,2646,5587,7078,1942,4849
101929222,81,5,2,77,43,0,18,1,0,0,17,5
100616186,0,0,0,0,1,0,0,0,0,0,0,0
100302228,0,0,0,0,0,0,0,0,2,0,0,0
120114,2,4,6,6,6,18,6,10,5,2,3,11
4544,0,0,1,0,0,0,0,0,0,1,1,2
120103,381,643,937,1335,903,1588,561,453,1213,1430,338,285
105369447,7,8,2,0,0,1,3,7,1,0,10,2
159989,33,0,0,2,3,1,0,0,5,5,7,1
56935,786,194,295,261,0,345,111,792,378,159,159,358
85459,1602,1386,744,1196,892,911,1648,911,1248,1226,998,1319
619383,53,44,37,75,24,142,51,6,16,12,116,91
684959,145,118,55,162,152,443,236,267,405,306,53,212
692063,95,41,7,88,153,277,196,120,192,45,15,72
692075,2,9,0,8,21,74,53,24,79,51,0,42
677792,0,0,0,12,14,71,68,53,36,122,2,18
654320,32,0,38,16,42,75,149,50,149,125,0,71
692072,0,31,14,20,10,32,14,22,0,42,2,29
677805,9,0,3,16,0,0,3,0,0,1,0,0
100302240,0,0,0,3,0,0,0,0,0,0,0,0
677822,0,0,8,2,21,0,27,0,4,5,0,0
79101,1478,1601,1483,2012,1372,3116,2017,1132,3361,2508,1418,1174
28970,538,599,356,640,1250,1056,218,642,548,627,760,80
9440,774,713,1072,1168,829,1345,1390,822,1040,1991,995,571
387804,0,0,0,0,0,0,0,0,0,0,0,0
341208,5,1,0,1,4,7,5,6,5,0,8,2
24145,672,48,151,484,4,3,80,121,250,488,292,323
390243,3,0,0,0,0,0,0,0,0,0,0,0
10888,4,1,0,1,2,2,0,0,0,4,10,4
4361,1140,680,470,713,488,1050,748,599,874,934,237,1403
100302275,0,0,0,0,0,0,0,0,0,0,0,0
54851,2138,1199,1580,1992,1712,3489,1404,1849,1945,2604,2048,1649
643037,0,1,0,2,0,1,1,0,0,0,0,0
2526,18,160,26,2,6,5,138,1,113,1,36,0
143689,0,2,2,55,2,1,0,2,0,79,1,3
154810,7,4,8,0,1,3,2,0,1,2,5,2
51503,8381,3048,3334,6754,5259,6885,3000,4710,5153,9779,4263,3557
55693,2,0,0,1,0,0,27,0,55,0,0,2
390245,0,0,0,0,0,2,0,0,0,2,0,0
10929,806,336,1319,1509,650,722,1110,958,1376,3603,572,462
23052,185,58,174,219,251,141,70,127,172,141,145,24
101929295,44,51,4,81,0,60,1,0,61,0,0,5
143686,5310,1872,1375,6983,74,2507,1243,2824,758,9137,271,1123
100129203,202,173,126,750,0,294,62,341,7,635,229,165
143684,2588,1275,1077,1954,709,2309,902,1860,1736,2374,270,1202
9702,2015,812,780,1469,1073,1633,1194,1555,1246,3359,635,1570
8898,254,193,259,98,181,487,474,235,1052,52,27,500
84441,971,876,1098,1678,539,1161,1471,693,1853,2234,489,1530
100422991,0,0,0,0,0,0,0,0,0,0,0,0
79780,7534,2469,2252,4220,3979,7458,3318,3845,5045,9096,3725,3499
8690,263,146,91,382,18,291,70,67,525,241,91,368
100874053,0,0,0,0,0,0,0,1,0,0,0,0
53942,9,6,3,7,2,7,6,2,4,7,9,7
143872,18,3,1,6,5,15,4,2,6,3,21,1
83935,0,0,0,0,0,2,0,0,0,0,1,1
5241,13,2,2,5,2,7,10,5,9,5,25,14
101054525,1,0,0,0,2,1,0,0,1,0,0,0
7225,0,9,0,0,1,10,0,0,4,1,1,3
100500823,0,0,0,0,0,0,0,0,0,0,0,0
253935,2,0,1,2,3,116,4,2,1,2,0,0
57562,24,12,53,62,55,377,95,84,244,341,54,67
85016,0,1,0,0,0,1,2,0,0,0,1,0
10413,8,1,0,1,0,8,0,2,4,2,8,3
330,36687,17617,17978,40443,26091,36391,18399,22959,23296,42498,31527,20395
329,4437,3064,3772,5915,3726,5302,2204,2985,4245,8287,3588,2805
114908,4478,3106,3769,3208,3240,3135,3715,3578,3850,7894,2950,2096
102723838,0,0,0,0,0,0,2,1,0,0,0,1
4316,0,0,0,0,0,0,0,0,2,161,0,0
9313,5,1,0,1,3,0,0,2,0,2,0,2
64066,0,0,0,0,1,0,0,1,0,1,0,0
4317,0,1,0,3,1,2,5,3,0,3,2,12
4319,0,0,0,0,0,0,0,0,0,0,0,0
100288077,3,0,0,0,0,0,6,3,2,0,7,1
4312,1,0,1,0,0,1,0,0,2,0,2,3
4314,1,0,0,5,0,1,1,0,1,0,2,1
4321,3,3,0,2,3,7,0,0,6,1,0,4
4322,0,3,0,0,0,0,0,2,0,0,2,1
84259,273,249,161,405,890,385,540,510,275,405,352,117
79659,135,224,390,135,486,253,462,440,363,297,728,36
100616457,0,0,0,0,0,0,0,0,0,0,0,0
80310,1,2,3,0,0,6,1,1,3,4,9,6
414301,0,0,0,0,0,2,0,2,0,0,2,0
102465752,0,0,0,0,0,0,0,0,0,0,0,0
102723895,0,0,0,0,0,1,0,1,0,0,0,0
100506742,125,0,0,1,70,0,4,0,0,0,0,4
643733,4867,2018,2342,2161,2683,4663,3030,2704,5870,4536,2457,1869
837,2978,1665,1273,2879,2212,6054,1865,2332,2507,2195,1571,2521
838,2,3,4,3,4,4,0,3,11,1,1,4
834,3721,1706,1378,3280,2340,4557,1366,2620,3110,8467,1720,1098
114769,11098,6579,3105,12233,6772,10326,2524,6726,4266,16523,5385,4966
440068,633,224,50,151,395,422,72,488,438,353,320,48
59082,0,0,0,1,0,0,0,0,0,0,0,0
2893,2,2,1,3,4,14,3,4,8,1,12,5
84437,754,22,233,38,13,447,372,88,1187,503,49,217
143879,1857,910,448,765,950,1085,590,875,1717,1579,1125,691
60496,1617,1427,537,817,969,1416,1235,1681,2279,2053,1229,1105
101928535,3,0,1,2,0,4,4,6,1,0,3,6
2977,1,4,2,10,2,11,1,7,2,10,14,5
143884,4559,3384,2464,4194,3556,5159,3652,2625,3753,5388,2985,3402
91801,182,74,145,264,4,368,118,64,181,373,251,507
55531,3,3,4,5,0,2,2,0,4,11,1,1
643923,0,0,0,0,0,1,0,0,0,0,0,0
6588,0,1,3,0,0,1,0,0,0,0,0,0
54733,269,109,199,492,210,190,378,387,447,600,523,303
54734,0,0,0,0,1,1,0,1,1,1,3,4
8065,3388,1973,1579,2293,1576,2712,1642,2031,3257,4413,2290,1615
38,934,516,147,607,1127,853,605,481,119,1825,312,307
4863,3482,3442,2567,4831,1355,2829,1513,2694,4036,3776,2275,3821
472,5580,8874,3314,5967,4174,5528,4673,5423,7650,11338,3986,8558
160140,11,37,7,71,13,20,5,9,5,16,6,29
143888,270,76,24,97,117,35,147,127,23,146,89,68
23086,60,2,96,3,44,6,178,56,76,4,5,411
1662,501,333,789,955,414,251,949,325,403,2647,160,799
399947,0,1,0,1,1,1,1,1,0,1,4,0
85463,6,1,106,181,6,7,52,3,9,4,4,6
5962,672,565,394,821,310,161,438,158,1011,1052,85,389
2230,1101,1058,847,1516,1095,1384,1804,1473,2300,2644,683,859
57569,1,1,1,4,2,3,87,5,6,2,5,6
341032,0,0,0,0,0,0,0,0,0,0,3,0
399948,5,0,23,0,0,1,0,0,0,0,5,0
120376,0,0,14,0,0,2,0,0,1,0,1,1
100616330,0,0,0,0,0,0,0,0,0,0,0,0
5450,264,0,1,34,1,5,2,4,1,3,2,1
54766,0,1,0,0,4,0,0,0,0,0,1,1
100132078,2,0,0,0,4,2,0,2,0,3,2,0
644277,0,1,0,2,0,0,0,2,0,0,1,1
407041,0,0,0,0,0,0,0,0,0,0,0,0
407042,0,0,0,0,0,0,0,0,0,0,0,0
399949,0,1,0,0,0,0,0,0,0,0,0,3
143903,101,66,1,562,2,5,1,166,1,1,26,31
23235,330,361,340,644,389,490,217,207,224,834,722,551
5519,755,364,198,493,1043,482,1177,1084,1132,1662,546,294
79796,396,133,63,672,305,518,355,301,426,529,349,593
91893,9,170,0,489,11,89,4,139,9,258,13,6
64776,207,408,147,22,179,306,244,270,1064,913,138,236
1410,0,0,0,0,63,0,0,0,189,0,0,0
100528019,0,0,0,1,0,0,0,0,0,0,0,0
3316,0,1,0,0,0,0,0,0,0,0,0,0
91894,0,0,0,0,0,0,0,0,0,0,0,0
85458,10,11,9,3,33,8,12,1,14,9,53,12
1737,129,108,52,27,16,65,42,74,1,49,52,177
120379,0,4,0,8,0,108,4,2,316,6,7,6
55216,505,230,448,788,528,674,745,817,580,615,488,889
26521,4964,1380,2439,4024,4760,5166,1814,2653,3039,5876,4216,2248
6392,6639,3259,4221,6618,8819,9582,7052,6484,9793,9829,7522,3380
3606,1,0,0,1,93,0,2,0,2,4,1,0
56158,12,0,0,1,5,29,4,0,0,0,0,6
83875,83,77,27,9,51,331,91,2,93,64,138,57
5805,4260,1840,2114,3282,4337,5054,3174,3116,4977,5722,3136,2758
349633,0,1,0,0,0,0,0,0,1,2,0,1
283140,73,0,62,0,132,159,31,45,50,0,1,2
101928823,0,0,0,0,0,2,0,0,0,0,0,0
387810,3,0,2,2,4,1,0,0,1,0,0,1
101928847,0,2,0,1,2,1,0,3,0,0,1,0
4684,6,3,0,1,400,2,4,0,343,4,424,91
100288346,0,0,0,0,0,0,0,0,0,0,0,0
54970,69,19,110,95,2,148,231,290,26,490,81,34
255239,0,0,0,0,0,3,23,1,4,2,2,1
1813,0,0,0,0,1,0,0,0,0,0,0,0
100422855,0,0,0,0,0,0,0,0,0,0,0,0
80975,0,0,75,0,1,0,1,0,0,0,2,0
9183,123,476,343,320,449,117,399,448,1036,740,60,158
644672,0,0,0,0,0,0,0,0,0,0,0,0
57646,282,88,73,193,228,51,246,68,730,133,167,0
9177,2,0,2,1,2,3,2,2,0,0,3,3
3359,1,0,0,0,2,0,0,0,0,0,0,0
7704,5,155,186,110,129,464,64,142,19,404,7,125
4837,0,0,0,31,1,1,1,3,114,0,101,2
101928940,1,2,1,2,5,7,1,1,0,6,3,5
54494,279,32,360,62,551,104,231,152,471,559,207,40
10179,7987,6025,4223,6195,6992,12484,5421,6648,10891,12041,6955,5936
25996,1969,1529,896,1900,3654,3236,1830,1857,3333,2549,1751,1590
120400,9,6,3,13,7,6,13,1,7,0,9,6
54827,2,2,2,8,1,2,3,1,129,3,0,3
120406,9,1,3,12,6,4,0,2,12,7,7,3
23705,4,2,13,122,4,230,2,2,5,77,0,4
283143,0,0,0,0,0,1,0,0,0,0,0,1
84811,384,29,192,165,288,92,408,293,704,423,120,41
8882,758,203,1309,1374,610,917,947,1415,1240,1755,1379,1031
116519,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0
335,0,31,12,0,24,64,37,59,0,5,14,0
104326055,0,0,26,23,0,0,0,3,0,41,0,0
23387,1734,676,1388,1415,2236,1114,2426,1624,2691,2653,1506,1276
5049,2432,791,1707,1938,2225,3210,2004,1649,1671,3671,1855,1283
51092,1,0,0,0,2,31,0,0,0,19,30,98
100652768,0,5,0,0,29,1,1,13,0,20,7,0
6876,0,73,0,1,0,0,10,1,0,7,8,3
9159,150,126,153,211,62,60,146,248,189,314,86,126
257160,168,266,241,114,1,221,133,324,798,30,38,104
23621,51,0,110,0,6,40,0,22,99,0,0,0
100379571,0,0,0,0,1,0,2,1,0,0,3,0
22897,789,668,430,532,335,695,304,324,948,1058,440,652
57453,0,0,0,0,0,1,0,0,0,0,6,3
486,21,14,5,8,0,5,0,10,8,27,17,11
100533181,0,0,0,0,0,0,0,0,0,0,0,0
53826,0,0,0,0,0,0,0,0,0,0,0,0
84000,2,1,0,1,1,1,0,0,0,0,4,0
3587,1847,1301,1628,1729,1212,2354,1420,1329,2753,3670,1848,1125
100526771,0,1,0,0,0,0,0,0,0,0,0,0
56649,4,1,0,10,3,3,1,0,0,0,5,1
6330,0,0,32,0,0,0,1,0,0,0,0,0
6327,1,0,0,0,5,2,0,0,0,3,0,2
120425,297,1166,2320,815,3523,3473,4720,667,6170,2796,2698,1747
196264,5516,3907,6517,4810,10018,13657,8078,5972,11968,10084,5813,5726
10205,35,0,118,18,251,230,215,50,124,344,258,229
916,3944,3769,8418,7465,10246,9035,10247,12828,15716,24084,4841,4959
915,78552,24233,35768,49976,58511,88290,29726,49271,63269,76280,56749,35369
917,15199,9299,7627,9379,10313,18424,7579,10804,13697,17327,9974,9193
9354,3543,2486,1848,5017,4188,4346,4088,4512,3610,10057,3237,2581
100131626,0,2,24,0,0,0,1,0,1,0,0,1
10632,22203,11503,10966,18491,17996,26249,12565,16142,18671,30484,19946,11784
4297,2179,1193,1373,1962,725,1090,2280,390,2590,2470,1700,1115
101929089,0,0,0,0,3,38,0,0,2,3,0,1
143941,0,1,0,0,9,0,0,3,0,0,5,0
84866,51,1,0,1,18,0,1,14,0,220,3,160
56912,209,50,220,346,220,344,255,28,943,902,77,58
372,2022,1639,1392,1987,1782,4327,2459,1749,4294,3189,1726,3336
23187,65,0,3,1,0,0,126,7,10,3,15,42
102466719,0,0,0,0,0,0,0,0,0,0,0,0
11181,0,0,0,0,2,0,0,0,0,0,0,0
1656,6414,7484,5058,5159,4703,10589,5957,7901,8151,12266,5959,8100
643,40,34,0,6,0,0,49,103,0,14,4,57
283149,41,42,37,97,46,56,78,133,64,296,8,13
100616376,0,0,0,0,0,0,0,0,0,0,0,0
7379,0,0,0,0,0,0,0,0,0,0,0,0
283150,0,0,0,0,0,0,0,0,0,0,1,1
338657,196,526,556,533,465,897,993,666,770,1147,578,391
649946,12,27,14,15,15,29,22,16,46,65,14,12
6230,23958,15230,12625,25378,21870,32020,24279,19622,26425,44806,17956,19277
51399,4661,2722,2810,5057,4454,7778,3776,5436,5656,10570,1373,3528
100500840,0,0,0,0,0,0,0,0,0,0,0,0
2542,92,10,27,0,158,2,31,23,10,0,58,13
10525,494,331,465,797,638,1082,520,564,693,1540,727,590
55823,126,119,345,265,56,174,535,328,837,211,157,177
3145,95,0,142,149,1,4,161,116,58,374,338,14
3014,194,386,790,651,815,198,1324,565,1173,1378,400,782
1798,227,166,200,2,0,257,408,285,78,0,189,26
9854,43,1,25,144,0,64,83,3,28,0,41,11
25988,84,32,63,291,2,7,304,121,87,108,135,4
64137,0,1,0,2,0,0,2,2,2,0,0,0
79671,2,0,0,0,0,54,90,0,2,10,0,39
79849,0,0,0,0,0,0,0,0,0,0,0,0
283152,81,1,1,3,1,2,31,0,2,28,2,3
867,43,409,469,181,334,216,703,356,565,734,411,92
4162,0,98,245,143,529,358,344,37,762,203,475,43
102465453,0,0,0,0,0,0,0,0,0,0,0,0
105369590,0,3,6,0,0,0,18,6,0,0,0,0
79102,100,1,26,53,0,10,4,0,0,0,41,16
83552,0,0,0,0,0,0,0,0,0,0,0,0
114902,0,0,0,0,0,0,0,0,0,0,0,0
9099,0,1,11,12,7,11,25,58,17,148,0,28
100499227,61,32,35,29,0,70,45,80,0,83,38,47
7070,0,0,0,0,69,0,0,0,2,0,0,0
5818,0,12,91,93,14,11,7,225,56,19,40,71
102724301,0,1,0,0,0,2,0,0,0,0,0,0
23650,0,0,0,0,0,0,0,0,0,0,0,0
220323,0,0,0,6,0,1,0,59,0,0,81,0
25833,0,1,0,0,0,1,0,0,0,0,2,0
649133,0,0,1,0,0,1,0,0,1,1,1,0
219902,8,13,142,2,3,439,76,46,156,168,132,0
23365,301,73,68,42,367,238,100,133,289,285,569,51
2900,1,2,0,0,1,2,0,2,3,4,2,1
101929227,1,1,0,1,2,1,0,1,2,5,1,2
219899,68,286,7,52,3,80,12,69,3,281,7,10
7007,1,0,4,0,0,4,2,2,0,1,1,2
6309,13290,9648,4469,17131,8315,17914,7725,11285,13176,29208,6203,8758
6653,1314,1161,1292,2138,624,1683,2799,1589,2732,3100,1537,1724
105369535,0,0,48,2,0,16,0,3,9,0,0,0
399959,4,2,1,0,4,1,0,0,5,0,6,4
406911,0,0,0,0,0,0,0,0,0,1,0,0
414899,0,0,0,0,1,0,0,0,0,0,3,2
406882,0,0,0,1,0,0,0,0,0,0,0,0
406892,0,0,0,0,0,0,0,0,0,0,0,0
100189294,2,1,2,3,7,1,6,1,5,0,2,4
84959,973,268,233,655,848,416,772,932,2500,731,339,307
56253,16,13,8,1354,3,6,3,1,3,2586,1,0
79864,185,138,206,152,205,539,371,95,357,6,39,1
390259,0,0,0,0,0,0,0,0,0,0,0,0
341056,3,9,13,20,11,7,27,23,13,28,19,14
3312,35424,41842,38774,43461,46991,71760,74012,55062,106434,80173,43311,55555
85391,209,34,99,152,424,264,128,173,117,200,73,68
85390,3,39,12,11,49,36,49,0,77,74,0,45
85389,27,36,81,41,42,68,42,39,79,16,14,40
79827,28,114,25,53,74,371,65,36,99,69,45,17
57476,32,63,192,36,59,85,58,33,2,210,208,2
100616319,0,0,1,0,0,0,0,0,0,0,0,0
55800,1,1,1,5,2,2,2,3,6,1,1,2
7753,24,43,2,249,53,4,153,27,80,318,26,8
390260,0,0,0,0,0,0,0,0,0,0,0,0
390261,4,1,0,0,0,0,0,1,0,1,1,2
338661,4,0,0,0,1,0,0,1,0,0,4,1
338662,0,1,0,0,0,0,2,1,0,0,2,1
219875,0,0,0,0,0,0,0,0,0,0,0,4
219874,0,0,0,0,0,4,0,0,1,0,0,0
219873,3,1,0,0,0,3,0,0,0,2,0,0
390264,0,0,0,0,0,0,0,0,3,0,0,0
219870,0,0,1,0,0,0,3,0,0,0,0,0
219869,4,0,0,0,2,0,0,0,1,0,0,0
390265,3,3,0,0,0,0,2,0,3,0,0,0
4013,1,59,322,22,218,3,0,1,300,134,1,78
26492,0,2,0,0,0,1,0,0,0,0,0,0
219865,5,2,0,3,0,1,1,0,3,2,0,1
26494,1,1,1,0,0,0,0,1,0,3,4,1
283159,8,0,0,11,1,0,0,0,1,1,1,0
283160,1,0,0,0,0,3,0,0,0,1,1,0
26595,0,0,0,0,0,0,2,0,0,0,0,1
390271,1,0,0,0,0,1,2,0,0,0,0,2
283162,0,0,1,2,0,0,0,0,3,1,0,1
26493,0,1,0,0,0,7,0,0,0,0,0,1
219858,0,0,0,0,0,2,0,0,0,0,0,1
390275,1,0,0,0,3,2,0,1,4,0,0,0
116337,1,0,0,0,0,5,0,2,0,0,2,2
84897,2186,1036,1560,2142,1643,2195,1823,2702,2586,5482,1376,1751
54414,18,1,125,0,1,75,83,0,3,102,3,23
53340,43,57,38,23,53,36,79,91,25,34,61,80
4900,8,2,51,38,0,0,49,0,0,0,13,3
23584,0,0,0,0,0,3,0,0,0,0,0,0
90952,1,0,27,1,0,0,0,4,150,0,0,0
101929340,16,4,3,36,82,27,2,66,0,65,3,89
79684,325,213,123,83,35,78,204,133,426,347,92,10
100507283,2,1,5,2,31,1,14,64,2,0,2,1
64221,0,1,0,30,0,35,44,30,0,28,0,2
54538,0,2,0,0,0,0,2,0,0,0,0,1
220296,0,1,0,0,0,0,0,0,0,2,0,1
641654,0,0,0,0,0,0,0,0,0,0,0,0
80071,3,7,0,129,0,337,87,4,344,146,4,5
219855,9,0,9,1,4,2,10,6,1,12,0,4
219854,171,2,282,466,152,201,247,106,238,613,113,276
103695364,0,0,0,0,0,0,0,0,0,0,0,0
63876,6,0,0,0,3,1,0,1,0,4,0,7
9638,9,4,1,38,12,72,55,5,362,60,259,3
403312,0,3,0,0,2,1,6,2,4,1,1,5
9538,238,3,646,411,621,148,437,266,765,1177,145,139
3703,282,405,595,665,1357,849,463,697,1601,735,563,471
1111,97,72,187,308,365,150,150,318,351,41,313,140
56,1,0,0,0,0,25,0,0,0,0,1,2
160065,1,2,0,0,0,1,0,0,5,0,0,2
399967,5,0,0,0,1,1,0,0,2,5,0,0
100169851,0,0,0,0,0,3,0,0,0,1,0,0
399968,2,3,1,0,0,0,0,0,0,0,0,2
219844,186,159,253,414,515,362,327,8,671,26,554,258
83480,568,477,148,216,894,873,326,404,1074,1245,1049,203
29118,1,1,2,3,0,0,0,0,0,1,4,0
338667,1,0,0,0,0,0,0,0,0,1,0,1
50937,7,3,8,3,13,8,1,30,4,4,6,5
105369591,0,3,0,0,0,0,1,0,0,0,0,0
84881,451,319,577,39,36,135,119,97,166,510,342,325
79607,490,271,257,481,414,3,277,747,222,108,497,109
6734,1659,1209,1488,1475,1201,2754,1377,1251,1249,3769,1157,1711
55572,313,260,202,139,105,149,183,43,151,108,294,128
114609,0,24,62,0,57,30,35,22,13,135,28,27
28960,247,0,328,334,272,120,0,106,100,156,206,60
399972,0,0,0,0,0,0,0,0,47,0,0,0
6484,0,0,9,0,4,0,0,0,0,0,0,9
84623,2,0,0,0,1,2,1,0,0,0,0,2
101929427,0,0,0,0,0,0,0,0,0,0,2,0
100874251,0,0,0,0,0,0,0,0,0,5,1,0
100422918,0,0,0,0,0,0,0,0,0,2,0,0
283165,0,0,0,0,1,0,0,1,0,0,0,1
101929473,0,0,0,0,0,0,2,0,2,1,0,2
101929497,0,1,0,1,0,4,0,0,0,0,2,1
2113,7947,3350,5706,8990,5315,6965,4853,4455,5419,9769,5539,3036
102466104,0,0,0,0,0,0,0,0,0,0,0,0
101929517,0,0,0,0,1,0,0,0,2,0,1,1
2313,626,460,439,789,593,1002,834,692,993,1048,680,390
100507392,0,51,3,0,30,9,1,0,13,17,86,2
3758,1,1,0,0,0,0,2,0,164,0,0,0
3762,0,0,0,1,0,4,0,0,1,0,0,0
219833,0,0,0,0,1,2,67,0,1,0,0,1
63970,0,0,0,0,4,1,1,0,1,0,1,4
9743,5,2,0,54,5,2,37,0,9,8,3,293
8538,1,1,3,5,0,0,0,0,0,0,0,1
101929557,0,0,0,0,1,2,0,0,0,0,0,0
120224,3,1,19,4,1,3,122,2,2,162,9,264
4798,127,666,445,187,266,827,470,388,516,591,242,137
56980,1,40,260,6,1,783,304,88,463,578,49,146
440072,1,9,146,44,11,180,62,56,0,11,163,234
334,1065,660,1251,1999,1379,2619,1547,1493,1341,3582,1686,901
6768,0,0,0,0,0,0,0,14,0,0,0,0
29068,796,356,751,327,1035,1159,1222,542,1614,718,442,925
11095,0,1,0,0,0,0,0,0,0,0,0,1
170689,3,1,2,0,0,0,0,0,0,1,0,0
102466873,0,0,0,0,0,0,0,0,0,0,0,0
283171,2,2,0,2,2,9,0,0,2,0,0,0
100507431,0,0,1,5,0,0,0,0,56,1,0,0
103611081,2,0,0,0,238,2,1,0,96,198,18,0
399979,182,258,383,239,78,250,451,144,300,113,142,264
50863,0,1,2,0,2,5,4,0,0,3,8,1
101929653,0,0,1,2,8,2,0,0,4,0,1,1
101929637,0,0,0,0,0,0,0,2,0,0,1,0
100874281,0,0,0,0,0,0,0,0,0,0,0,0
4978,0,1,1,6,0,5,0,2,2,0,5,1
646522,1,0,0,0,0,0,0,2,2,0,0,0
219938,0,0,0,0,1,0,0,0,0,2,0,0
283174,1,0,5,17,45,4,12,0,0,78,37,1
100616119,0,0,0,0,0,0,0,0,0,0,0,0
22997,0,0,0,17,2,6,0,0,0,0,1,1
100128239,2,0,1,0,0,0,0,0,0,0,0,0
83700,34,308,123,162,5,2,114,171,12,78,4,91
23310,379,240,479,1121,368,451,530,563,685,827,486,474
112936,192,0,213,190,53,129,363,48,8,248,254,155
29087,2507,1571,618,1969,1387,1868,806,1270,2932,2572,1500,1787
27034,61,2,48,208,282,922,168,189,111,88,131,102
112937,2,3,0,2,0,4,0,2,0,39,2,5
89944,0,0,0,0,0,1,4,1,339,0,0,0
27087,78,2,0,18,0,0,0,63,0,22,0,45
283177,0,0,0,0,0,0,0,41,0,0,1,2
100288778,381,200,456,436,1054,862,503,503,661,1074,884,461
677784,2,3,2,2,2,3,3,2,4,0,2,2
440073,0,0,0,0,0,0,0,0,0,0,0,0
574538,1,0,0,0,0,0,0,0,0,0,1,2
6539,0,0,0,2,2,0,0,0,5,0,0,0
101929384,0,0,0,0,0,0,0,0,0,0,0,0
6540,1,5,3,2,2,206,1,6,0,1,116,0
102723544,0,0,0,0,1,0,0,0,0,0,0,0
5927,2163,1476,956,1804,1113,1948,2189,1392,1461,2592,1948,1677
84318,53,28,2,102,71,15,2,203,5,83,113,133
283358,1,0,0,0,14,0,0,0,0,0,0,0
4815,710,494,303,269,234,771,60,975,153,1687,211,145
100049716,213,0,60,0,0,0,1,0,0,0,0,1
65125,1785,815,1181,2814,1061,1517,1651,2170,1870,2477,680,1339
5893,549,199,442,122,379,402,632,421,491,650,352,252
23085,303,247,181,429,312,915,87,388,493,875,29,521
100292680,1,0,0,0,0,0,0,0,1,0,1,1
81029,0,0,0,1,4,0,0,0,0,0,0,1
144699,3,40,3,42,0,0,129,22,0,0,0,0
100500816,0,0,0,0,0,0,0,0,0,0,0,0
79602,452,452,681,1027,677,477,270,682,837,1078,173,789
93589,248,8,254,117,109,522,161,46,849,140,53,0
654429,0,0,0,0,0,0,0,0,0,0,0,0
100271702,0,0,0,0,0,0,0,0,0,0,0,0
196513,418,809,295,205,223,1672,2,212,693,110,537,123
775,11,2,5,3,3,3,37,1,7,63,122,52
100874369,1,0,0,0,0,0,0,0,0,0,0,0
100874234,0,0,5,0,0,0,0,0,0,0,2,1
100874370,0,0,0,0,0,2,0,0,0,0,0,0
100874235,0,0,0,0,0,0,28,31,29,0,264,126
100652846,1,0,0,2,4,0,0,0,0,3,39,7
283440,0,0,0,0,0,0,0,0,0,0,0,0
2288,124,187,89,126,86,118,587,0,226,356,143,21
55846,220,288,282,312,315,316,241,123,82,417,185,186
83714,101,0,0,27,0,0,0,0,0,0,2,0
100507424,6,14,0,11,5,21,0,20,33,0,4,12
101929469,0,0,0,0,0,0,0,0,0,0,0,0
2305,0,0,2,0,0,1,0,0,0,0,0,0
83695,393,160,105,608,703,632,300,748,274,732,31,136
7289,67,216,167,175,45,509,39,36,300,676,218,316
7004,1,0,0,1,0,0,0,0,0,0,0,0
10867,0,62,0,0,0,0,0,2,0,0,0,0
56341,0,4,0,1,0,0,0,1,1,2,0,0
100129223,2,1,0,0,5,2,0,3,4,0,8,3
84766,3,423,49,12,189,279,135,177,281,232,446,36
57097,610,116,391,435,561,1052,928,640,558,433,346,280
103752584,0,0,0,0,0,0,0,0,0,0,0,0
894,2234,2376,1848,3744,2622,3470,2549,3422,3604,5289,2627,2916
57103,2640,1883,1180,2773,1090,3156,1463,3598,3961,5189,1534,1635
8074,2,3,0,0,2,0,0,0,0,0,3,0
2251,0,0,0,0,0,0,0,0,0,0,0,0
57102,505,581,322,576,581,96,565,1055,750,1351,630,675
10635,0,22,77,106,89,221,44,0,373,11,14,126
8798,28,48,152,88,103,47,240,266,456,251,3,77
10566,0,0,1,3,51,1,0,0,5,0,2,26
4704,2494,1407,2166,2350,2696,4732,1383,4245,3408,5073,3101,1912
101929549,0,0,16,24,1,3,0,1,0,0,0,0
